Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,15.650650978088379,15.5150146484375,15.634384155273438,15.5150146484375,48743208.0,15.5150146484375
2010-01-04,15.753503799438477,15.621622085571289,15.689438819885254,15.684433937072754,78169752.0,15.684433937072754
2010-01-05,15.711711883544922,15.554054260253906,15.695195198059082,15.615365028381348,120067812.0,15.615365028381348
2010-01-06,15.662161827087402,15.174174308776855,15.662161827087402,15.221721649169922,158988852.0,15.221721649169922
2010-01-07,15.265265464782715,14.83108139038086,15.250249862670898,14.867366790771484,256315428.0,14.867366790771484
2010-01-08,15.096345901489258,14.742491722106934,14.814814567565918,15.065566062927246,188783028.0,15.065566062927246
2010-01-11,15.126626968383789,14.865865707397461,15.126626968383789,15.042793273925781,288227484.0,15.042793273925781
2010-01-12,14.968969345092773,14.714715003967285,14.956206321716309,14.776777267456055,193937868.0,14.776777267456055
2010-01-13,14.724224090576172,14.361862182617188,14.426676750183105,14.69194221496582,259604136.0,14.69194221496582
2010-01-14,14.86987018585205,14.584835052490234,14.612112045288086,14.761011123657227,169434396.0,14.761011123657227
2010-01-15,14.853854179382324,14.46546459197998,14.848347663879395,14.514514923095703,217162620.0,14.514514923095703
2010-01-19,14.775275230407715,14.421671867370605,14.54454517364502,14.705204963684082,172495332.0,14.705204963684082
2010-01-20,14.664163589477539,14.396647453308105,14.664163589477539,14.524774551391602,129897972.0,14.524774551391602
2010-01-21,14.685185432434082,14.320570945739746,14.600601196289062,14.589089393615723,252055692.0,14.589089393615723
2010-01-22,14.279278755187988,13.38488483428955,14.126626968383789,13.76401424407959,271743984.0,13.76401424407959
2010-01-25,13.760761260986328,13.401150703430176,13.678427696228027,13.513513565063477,176619204.0,13.513513565063477
2010-01-26,13.753753662109375,13.420671463012695,13.462713241577148,13.574073791503906,174045780.0,13.574073791503906
2010-01-27,13.704955101013184,13.396145820617676,13.545294761657715,13.566065788269043,158417424.0,13.566065788269043
2010-01-28,13.688689231872559,13.278278350830078,13.625876426696777,13.370620727539062,129034836.0,13.370620727539062
2010-01-29,13.538288116455078,13.153403282165527,13.475726127624512,13.261761665344238,165454380.0,13.261761665344238
2010-02-01,13.408658981323242,13.270771026611328,13.378377914428711,13.338838577270508,89941968.0,13.338838577270508
2010-02-02,13.3873872756958,13.203453063964844,13.3873872756958,13.291291236877441,163684152.0,13.291291236877441
2010-02-03,13.566065788269043,13.218969345092773,13.22998046875,13.53403377532959,119844036.0,13.53403377532959
2010-02-04,13.463462829589844,13.152152061462402,13.438438415527344,13.182682991027832,134972892.0,13.182682991027832
2010-02-05,13.350851058959961,13.074575424194336,13.223222732543945,13.29554557800293,126113760.0,13.29554557800293
2010-02-08,13.56356430053711,13.301551818847656,13.325825691223145,13.350099563598633,107664228.0,13.350099563598633
2010-02-09,13.551801681518555,13.39013957977295,13.502001762390137,13.424424171447754,112671216.0,13.424424171447754
2010-02-10,13.458208084106445,13.20545482635498,13.36511516571045,13.374625205993652,106873020.0,13.374625205993652
2010-02-11,13.525775909423828,13.250750541687012,13.346345901489258,13.423422813415527,96303600.0,13.423422813415527
2010-02-12,13.442192077636719,13.275775909423828,13.3375883102417,13.341341018676758,91096812.0,13.341341018676758
2010-02-16,13.616867065429688,13.370870590209961,13.435185432434082,13.546046257019043,146029824.0,13.546046257019043
2010-02-17,13.598599433898926,13.453703880310059,13.56356430053711,13.468718528747559,81106812.0,13.468718528747559
2010-02-18,13.63888931274414,13.416916847229004,13.45195198059082,13.594094276428223,93382524.0,13.594094276428223
2010-02-19,13.614363670349121,13.506006240844727,13.526777267456055,13.532532691955566,102021876.0,13.532532691955566
